Topic,Count,Name,Representation,Representative_Docs
112,105,112_black lives matter_black lives_lives matter_lives,"['black lives matter', 'black lives', 'lives matter', 'lives', 'matter', 'funded by', 'funded', 'black', 'actblue', 'funded by the', 'lives matter is', 'matter is', 'is associated to', 'by the democrat', 'matter is associated']","[""@rudygiuliani black lives matter is associated to actblue, funded by the democrat national party.  the racist dem's… https://t.co/shuop3lvrc"", ""@geehuse black lives matter is associated to actblue, funded by the democrat national party.  the racist dem's are… https://t.co/c7ckcnt3oi"", ""@reubing black lives matter is associated to actblue, funded by the democrat national party.  the racist dem's are… https://t.co/mqdk2h1mpe""]"
113,102,113_cameron_attorney general cameron_tagging_general cameron,"['cameron', 'attorney general cameron', 'tagging', 'general cameron', 'attorney general', 'friends who', 'am tagging', 'breonna taylor and', 'taylor and', 'general', 'and am tagging', 'taylor and am', 'attorney', 'and am', 'kyoag']","['attorney general cameron @kyoag, i demand justice for breonna taylor and i am tagging 5 friends who i hope will do… https://t.co/qqswtmmwic', 'attorney general cameron (@kyoag), i demand justice for breonna taylor and i am tagging 5 friends who i hope will d… https://t.co/cyfzptfzwi', 'attorney general cameron (@kyoag) i request justice for breonna taylor and i am tagging 5 friends who i hope will d… https://t.co/mzxblenu9c']"
114,102,114_beach_long beach_long_protest,"['beach', 'long beach', 'long', 'protest', 'in long beach', 'in long', 'beach protest', 'huntington beach', 'huntington', 'newport beach', 'long beach protest', 'newport', 'protest in', 'peaceful', 'protest in long']","['long beach protest blacklivesmatter https://t.co/2zo5ksicx6', 'blacklivesmatter protest in long beach. justiceforgeorgefloyd policebrutality racism georgefloyd @ long beach… https://t.co/tndnmfjdsh', 'peaceful protest in long beach blacklivesmatter blm https://t.co/jf9zyrrkqb']"
115,99,115_stopasianhate_stopasianhate stopasianhate_stopaapihate_stopasianhatecrimes,"['stopasianhate', 'stopasianhate stopasianhate', 'stopaapihate', 'stopasianhatecrimes', 'stopasianhate stopaapihate', 'stopasianhatecrimes stopaapihate', 'stopasianhate stopasianhate stopasianhate', 'stopasianhate stopasianhatecrimes', 'potus stopasianhate', 'stopaapihate stopasianhate', 'stopasianhate thank', 'stopasianhate thank you', 'thank you', 'you stopasianhate', 'thank']","['🖐. stopasianhate !', 'stopasianhate ✊', '😢😡 stopasianhate']"
116,98,116_van dyke_van_dick van_dick van dyke,"['van dyke', 'van', 'dick van', 'dick van dyke', 'dick', 'dyke', 'dyke show', 'van dyke show', 'the dick van', 'the dick', 'show', 'reiner', 'dyke is', 'van dyke is', 'carl reiner']","['@palmerrachelc the dick van dyke show', 'the dick van dyke show.', 'the dick van dyke show']"
117,98,117_he_his_racist_anti black,"['he', 'his', 'racist', 'anti black', 'black', 'anti', 'him', 'racism', 'matter', 'lives', 'black lives', 'black lives matter', 'lives matter', 'if he', 'like he']","['@jemelehill he’s not the magical negro called out from his lamp to fix america’s pandemic of racism. y’all disrespe… https://t.co/lg4ktezfd1', 'if grant napear has more black friends than white (as he claims), how come it took him this long to learn what blm is about?', 'if grant napear really, as he claims, has more black friends than white, how come it took him this long to learn what blm is about?']"
118,97,118_city_my city_proud_proud of my,"['city', 'my city', 'proud', 'proud of my', 'my', 'city blacklivesmatter', 'proud of', 'of my', 'city blacklivesmatter https', 'love my', 'blacklivesmatter https', 'blacklivesmatter https co', 'love', 'hometown', 'town']","['so proud of my city!\n\nwhittier \nblacklivesmatters https://t.co/mvkcdxt3ou', 'so proud of my city to be a part of this! blm', 'a few blocks from my place. proud of my city. blacklivesmatter \n\nhttps://t.co/2yiuemwrx5 https://t.co/ir9jij2uju']"
119,97,119_voteoutracisttrumptrumpisdomesticterrorist_blacklivesmatter voteoutracisttrumptrumpisdomesticterrorist voteforbiden_blacklivesmatter voteoutracisttrumptrumpisdomesticterrorist_voteoutracisttrumptrumpisdomesticterrorist voteforbiden,"['voteoutracisttrumptrumpisdomesticterrorist', 'blacklivesmatter voteoutracisttrumptrumpisdomesticterrorist voteforbiden', 'blacklivesmatter voteoutracisttrumptrumpisdomesticterrorist', 'voteoutracisttrumptrumpisdomesticterrorist voteforbiden', 'voteoutracisttrumptrumpisdomesticterrorist voteforbiden harris', '2020 westminster', '2020 westminster california', 'voteforbiden harris 2020', 'harris 2020 westminster', 'harris 2020', 'voteforbiden', 'voteforbiden harris', 'westminster california https', 'westminster california', 'westminster']","['blacklivesmatter voteoutracisttrumptrumpisdomesticterrorist voteforbiden-harris  2020 @ westminster, california https://t.co/vk88btn5aq', 'blacklivesmatter voteoutracisttrumptrumpisdomesticterrorist voteforbiden-harris  2020 @ westminster, california https://t.co/zufk2ndjy8', 'blacklivesmatter voteoutracisttrumptrumpisdomesticterrorist voteforbiden-harris  2020 @ westminster, california https://t.co/r9kq730zqr']"
120,95,120_for ahmaud arbery_justice for ahmaud_for ahmaud_arbery sign the,"['for ahmaud arbery', 'justice for ahmaud', 'for ahmaud', 'arbery sign the', 'arbery sign', 'ahmaud arbery sign', 'ahmaud arbery', 'arbery', 'ahmaud', 'attorney justice for', 'attorney justice', 'liberty county distric', 'distric attorney justice', 'county distric', 'liberty county']","['liberty county distric attorney: justice for ahmaud arbery - sign the petition! https://t.co/1w42tddhcm via @change', 'liberty county distric attorney: justice for ahmaud arbery - sign the petition! https://t.co/aozaachozb via @change', 'liberty county distric attorney: justice for ahmaud arbery - sign the petition! https://t.co/xuu2ffxm6p via @change']"
121,95,121_flag_flags_nazi flag_confederate,"['flag', 'flags', 'nazi flag', 'confederate', 'the nazi flag', 'nazi', 'nazi flags', 'confederate flags', 'confederate flag', 'the nazi', 'and confederate', 'flag and', 'flying', 'flags and', 'nazi and confederate']","['how are people holding up flags with the american flag and a nazi flag in one? how does that make sense?', 'the confederate flag is the american nazi flag.  it is the worst representation of america. it should be burned to… https://t.co/9uzgyhmcmu', '@donaldjtrumpjr why do you always see a trump flag flying next to a  confederate flag or nazi flag 🤔']"
122,94,122_white_white people_blm protests_blm,"['white', 'white people', 'blm protests', 'blm', 'white supremacists', 'supremacists', 'blm protesters', 'the white', 'protesters', 'protests', 'white man', 'white supremacy', 'supremacy', 'white supremacists are', 'people']","['@mauricewendt1 true - from blm website: “..mission is to eradicate white supremacy and build local power to interv… https://t.co/cxofeaztkp', 'true - from blm website: “..mission is to eradicate white supremacy and build local power to intervene in violence… https://t.co/im6audd9wn', 'from blm direct to you: “...mission is to eradicate white supremacy and build local power to intervene in violence… https://t.co/gmfvsawlio']"
123,93,123_george floyd_george_floyd_black,"['george floyd', 'george', 'floyd', 'black', 'george floyd and', 'floyd and', 'black man', 'george floyd was', 'floyd was', 'man', 'for george', 'other black', 'death', 'black men', 'many']","['if all lives matter then why is george floyd dead right now and so many other black people? his life did not matter… https://t.co/lkc0tkpuc0', 'his name was george floyd and he couldnt breathe. the system has failed him and so many other black people. when we… https://t.co/erta0vv6hu', 'his name was george floyd and he couldnt breathe. the system has failed him and so many other black people. when we… https://t.co/vdzasj3s64']"
124,93,124_george floyd_floyd_george_floyd was,"['george floyd', 'floyd', 'george', 'floyd was', 'george floyd was', 'death', 'of george floyd', 'of george', 'murdered', 'death of george', 'floyd was murdered', 'death of', 'was', 'the death of', 'the death']","['@abc7chriscristi @abc7 so was monday when george floyd was murdered in front of our eyes. we watched him take his l… https://t.co/n8fij1gy8s', ""from now on we don't need to say \n\nthe death of george floyd \n\nwe now can say the murder of george floyd… https://t.co/mki1mpdjav"", '@mazopanku we all agree the death of george floyd was wrong. but two wrongs will never make it right. stop the viol… https://t.co/lffelqmqii']"
125,93,125_black owned_businesses_owned_owned businesses,"['black owned', 'businesses', 'owned', 'owned businesses', 'black owned businesses', 'business', 'support black', 'support', 'support black owned', 'black', 'black owned business', 'owned business', 'companies', 'supportblackbusiness', 'blacklivesmatter']","['@jvzmina download blm digest for hundreds of black owned businesses in the marketplace! you can also add your own s… https://t.co/wifzmeujcb', 'support black owned businesses https://t.co/8pv3u6l8lk owned by @mskaybelle blm', 'support black owned businesses https://t.co/6drspxwywx owned by @mskaybelle blm']"
126,92,126_white_white people_mean anti white_anti white blm,"['white', 'white people', 'mean anti white', 'anti white blm', 'anti white', 'not mean anti', 'mean anti', 'white blm does', 'does not mean', 'people', 'not mean', 'blm does not', 'white blm', 'blm', 'blm does']","[""i have seen so many white people and companies make the blm movement about them. it's not about you. don't sit ther… https://t.co/filvs7ic7d"", 'blm does not mean anti-white\nblm does not mean anti-white\nblm does not mean anti-white\nblm does not mean anti-white', 'blm does not mean anti-white\nblm does not mean anti-white\nblm does not mean anti-white\nblm does not mean anti-white']"
127,91,127_matter black lives_lives matter black_matter black_black lives matter,"['matter black lives', 'lives matter black', 'matter black', 'black lives matter', 'lives matter', 'black lives', 'matter', 'lives', 'black', 'matter owl said', 'microagression', 'microagression on', 'finger to da', 'murder black lives', 'finger to']","['black lives matter', 'black lives matter .', 'black lives matter']"
128,90,128_fight_the fight_change_lucha,"['fight', 'the fight', 'change', 'lucha', 'fighting', 'fight blacklivesmatter', 'your fight', 'the change', 'fight is', 'blacklivesmatter', 'battle', 'the fight continues', 'fight continues', 'continues blacklivesmatter', 'lucha es']","['tu lucha es mi lucha blm', '“tu lucha es mi lucha!!” \n\n“your battle is my battle” \n\nblm https://t.co/cbwqqumcwv', 'tu lucha es mi lucha “your fight is my fight” custom t-shirt for blm. blacklivesmatter blm mindpsychecreations… https://t.co/gsmtdyhqiw']"
129,89,129_republican_party_republican party_nazi,"['republican', 'party', 'republican party', 'nazi', 'the republican', 'republicans', 'the republican party', 'nazi party', 'republican party is', 'election', 'nazis', 'the nazi', 'party is', 'republicans are', 'the nazi party']","['@capehartj today,s republican party is the nazi party.trump wants to be a dictator', 'more nd more the republican party is becoming the nazi party republicansaretheproblem fuckracism fucktrump ', 'the republican party is the new party of the nazis']"
130,89,130_instagram_followers_lost_on instagram,"['instagram', 'followers', 'lost', 'on instagram', 'post', 'my', 'posting', 'followers since', 've lost', 'my instagram', 'posts', 'on', 'followers on', 'ig', 'stories']","['i’ve lost 5+ followers on insta since i started posting failing about blm ok byeeee', 'i lost 24 followers on ig in a few days because of what i’d post on my story (several posts related to blm &amp; covid-… https://t.co/uftsvuc01f', 'i’ve lost a lot of followers on instagram since i’ve started being very vocal about black lives matter on my story… https://t.co/edrb8jw2sq']"
131,89,131_equality_equalityforall_equality blacklivesmatter_blm equalityforall,"['equality', 'equalityforall', 'equality blacklivesmatter', 'blm equalityforall', 'blacklivesmatter equality', 'equalityforall transrightsarehumanrights', 'blm equalityforall transrightsarehumanrights', 'equality https co', 'equality https', 'equalityforall https', 'equalityforall https co', 'transrightsarehumanrights', 'equalityforall blacklivesmatter', 'blacklivesmatter equalityforall', 'and equality']","['hey @betsydevosed this one’s for you! 💨 ❤️\n\n...\nblm equalityforall transrightsarehumanrights noforprofitprisons… https://t.co/vaymjg8ght', 'use your voice, 626. @repjudychu has been mostly silent on blacklivesmatter . equality is noy selective. here is w… https://t.co/4lyw6atar1', 'use your voice, 626. @repjudychu has been mostly silent on blacklivesmatter . equality is noy selective. here is w… https://t.co/v9j9ansitr']"
132,88,132_love_love is_is love_love blacklivesmatter,"['love', 'love is', 'is love', 'love blacklivesmatter', 'love you', 'we love', 'is the love', 'need is love', 'the love', 'spread love', 'need is', 'love to', 'blacklivesmatter', 'we love you', 'allweneedislove https']","['all you need is love, love is all you need ❤️ blacklivesmatter', 'all live matter! all we need is love ❤️ blacklivesmatter alllivesmatter translivesmatter allweneedislove https://t.co/nuvtie4rjo', 'all we need is love ❤️ blacklivesmatter\xa0 alllivesmatter translivesmatter allweneedislove https://t.co/xllyfcqk48']"
133,88,133_breonnataylor https co_breonnataylor https_breonnataylor_breonnataylor breonnataylor https,"['breonnataylor https co', 'breonnataylor https', 'breonnataylor', 'breonnataylor breonnataylor https', 'breonnataylor dtla https', 'breonnataylor dtla', 'https co', 'https', 'co', 'breonnataylor breonnataylor', 'reich', 'br06xijy57', 'co br06xijy57', 'progress clint', 'amp 7th breonnataylor']","['breonnataylor 🙏🏿🙏🏿🙏🏿 https://t.co/7m6jfs1bpt', 'breonnataylor https://t.co/crfihcfzrp', 'breonnataylor\nbreonnataylor\nbreonnataylor https://t.co/xwppn3pllv']"
134,85,134_california_california https_california https co_compton,"['california', 'california https', 'california https co', 'compton', 'calabasas', 'hills california', 'hills california https', 'blacklivesmatter', 'compton california https', 'compton california', 'beverly hills california', 'hills', 'beverly hills', 'beverly', 'calabasas california']","['blm blacklivesmatter @ beverly hills, california https://t.co/73ptjbqvfx', 'blacklivesmatter @ beverly hills, california https://t.co/qfpsodqujy', 'blacklivesmatter @ beverly hills, california https://t.co/feyx7zdz4a']"
135,83,135_xenophobia_xenophobia is_the xenophobia_of xenophobia,"['xenophobia', 'xenophobia is', 'the xenophobia', 'of xenophobia', 'xenophobia and', 'xenophobia that', 'the xenophobia is', 'xenophobia is so', 'xenophobia in', 'indigenous', 'is', 'of', 'xenophobic ideas', 'own lan', 'suffer from xenophobia']","['xenophobia is banned', 'xenophobia is disgusting.', 'xenophobia']"
136,83,136_curfew_curfews_the curfew_la,"['curfew', 'curfews', 'the curfew', 'la', 'curfew georgefloyd', '8pm', 'safe', 'protest', 'curfew in', 'curfew is', 'lacurfew', 'los angeles', 'angeles', '6pm', '5pm']","['so now the curfew is at 6. be safe everyone 🙏🏽 blacklivesmatter\xa0 justiceforgeorgefloyd https://t.co/hpdylpe4hp', 'la county curfew begins at 6pm tonight. losangeles curfew georgefloyd alert https://t.co/e1bdczknke', '6p curfew tonight, la. fyi. \nlosangelesprotests losangeles la curfew georgefloyd protests2020 \nhttps://t.co/np8xdwqhbv']"
137,82,137_movement_blacklivesmatter movement_the blacklivesmatter movement_the blacklivesmatter,"['movement', 'blacklivesmatter movement', 'the blacklivesmatter movement', 'the blacklivesmatter', 'not moment', 'the movement', 'moment', 'blacklivesmatter', 'movement blacklivesmatter', 'this movement', 'it movement', 'movement is', 'is movement', 'not moment it', 'this is movement']","['lol, on the blacklivesmatter movement.', 'my timeline no longer has the same energy for the blacklivesmatter movement as it did a few days ago. i want to em… https://t.co/56pc9pjbts', 'my timeline no longer has the same energy for the blacklivesmatter\xa0 movement as it did a few days ago. i want to e… https://t.co/plcqlnfgvf']"
138,80,138_mask_masks_wearing_wear,"['mask', 'masks', 'wearing', 'wear', 'blm mask', 'wearing masks', 'face', 'mask on', 'wear mask', 'masks https', 'masks https co', 'face masks', 'to wear', 'blacklivesmatter mask', 'breathe']","['what goodies 💎💎 do you have in store for us pose season 2? thank you @netflix for adding this to blm posefx blacklivesmatter', 'thanks boo🥰 i love my tshirt and mask.... dm if me if you are interested blacklivesmatter georgefloyd… https://t.co/xwjimsb8fn', 'thanks boo🥰 i love my tshirt and mask.... dm if me if you are interested blacklivesmatter georgefloyd… https://t.co/hwj5smguhu']"
139,80,139_226_ct 226_ct_w6 ct,"['226', 'ct 226', 'ct', 'w6 ct', 'negro benchmark 575m', 'benchmark', 'benchmark 575m', 'benchmark 575m pt', 'w6', '575m pt', 'negro benchmark', 'ct 226 cerro', '226 cerro negro', '575m', '226 cerro']","['15:32 n6an (david) on w6/ct-226 (cerro negro benchmark, 575m, 1 pt) 3.561 cw: [https://t.co/sinj8qef4m] [n6an]', '15:32 n6an (david) on w6/ct-226 (cerro negro benchmark, 575m, 1 pt) 14.0615 cw: here now [https://t.co/sinj8qef4m] [n6an]', '02:37 n6an (david) on w6/ct-226 (cerro negro benchmark, 575m, 1 pt) 14.062 cw [zl1byz]']"
140,78,140_justiceforgeorgefloyd_protests2020_protest_justice,"['justiceforgeorgefloyd', 'protests2020', 'protest', 'justice', 'justiceforgeorge', 'blacklivesmatter', 'justiceforbreonnataylor', 'protests2020 blacklivesmatter', 'blacklivesmatter justiceforgeorgefloyd', 'justiceforgeorgefloyd https co', 'justiceforgeorgefloyd https', 'blacklivesmatter georgefloyd', 'justiceforgeogefloyd', 'justiceforgeorgefloyd blm', 'icantbreath']","['| 2020.06.14 part 2 |\n•\n•\n•\nblm blacklivesmatter georgefloyd justiceforgeorgefloyd protest love justice… https://t.co/zuwqi5tbcr', '| 2020.06.14 part 1 |\n•\n•\n•\nblm blacklivesmatter georgefloyd justiceforgeorgefloyd protest love justice… https://t.co/bxxmhgm52h', '| 2020.06.14 part 3 |\n•\n•\n•\nblm blacklivesmatter georgefloyd justiceforgeorgefloyd protest love justice… https://t.co/icwcwie0j7']"
141,77,141_twitter_twitter is_tweets_tweet,"['twitter', 'twitter is', 'tweets', 'tweet', 'tweeting', 'on twitter', 'twitter and', 'retweeting', 'to twitter', 'this twitter', 'terf', 'blm', 'gatekeeping', 'bout to', 'the tweet']","['@iamzavok bingo. the ultimate goal of twitter is for people to use twitter more. for whatever reason. be it blm or… https://t.co/d8jh2xdmuw', 'straight twitter and troll twitter found me again, gotta be a warm fuzzy dyke or they gonna take me off twitter again 🥴', '@wilw_writes plus fashion twitter gamer journalist twitter, podcast twitter, bipoc twitter']"
142,77,142_beaner_beaners_called beaner_the beaners,"['beaner', 'beaners', 'called beaner', 'the beaners', 'the beaner', 'got called', 'called', 'damn', 'me beaner', 'beaner on', 'got called beaner', 'beaner this', 'beaner shit', 'beaners are', 'beaner in']","['welp just got called a beaner tonight while walking my dog so that’s a thing people still say in biden’s america 😅', 'beaner', 'beaners i swear']"
143,77,143_georgefloyd georgefloyd_georgefloyd georgefloyd georgefloyd_georgefloyd_georgefloyd losangeles georgefloyd,"['georgefloyd georgefloyd', 'georgefloyd georgefloyd georgefloyd', 'georgefloyd', 'georgefloyd losangeles georgefloyd', 'losangeles georgefloyd', 'georgefloyd losangeles', 'losangeles georgefloyd losangeles', 'losangeles georgefloyd georgefloyd', 'any questions georgefloyd', 'questions georgefloyd', 'georgefloyd georgefloyd blm', 'any questions', 'losangeles', 'georgeflyod', 'questions']","['georgefloyd', 'georgefloyd', 'georgefloyd']"
144,76,144_solidarity_in solidarity_solidarity blacklivesmatter_in solidarity blacklivesmatter,"['solidarity', 'in solidarity', 'solidarity blacklivesmatter', 'in solidarity blacklivesmatter', 'solidarity blacklivesmatter https', 'unity', 'of solidarity', 'amazing moment', 'lapdhq blacklivesmatter dtla', 'amazing moment of', 'lapdhq blacklivesmatter', 'moment of solidarity', 'blacklivesmatter', 'solidarity in', 'moment of']","['amazing moment of solidarity in front of @lapdhq. blacklivesmatter dtla dtlaprotests https://t.co/zfhptlmzcr', 'amazing moment of solidarity in front of @lapdhq. blacklivesmatter dtla dtlaprotest https://t.co/awk1ehmbfv', 'amazing moment of solidarity in front of @lapdhq. blacklivesmatter dtla dtlaprotest https://t.co/ntdfamwbmo']"
145,76,145_blm https co_blm https_blm_mga,"['blm https co', 'blm https', 'blm', 'mga', 'la blm', 'https co', 'https', 'co', 'we might jus', '115 krashminati', 'looters 115', 'krashminati', 'looters 115 krashminati', 'keepit100', 'comment if']","['sana sa mga nasasakupan ng mga ito mag isip isip kayo... ganito ba dapat ang mga kongresista sa atin? paki konyatan… https://t.co/59pzwipjvw', 'looters 115 x @krashminati 😈🚨🚔\n\ncomment if u want it🗣 we might jus drop it early 🤷🏽\u200d♂️ blm ✊🏽✊🏽 @ los angeles, cal… https://t.co/mtzaakiafe', 'looters 115 x @krashminati prod. @whyjayare 🚔🚨 \n\ncomment if u want it we might jus drop early 🤷🏽\u200d♂️ blm ✊🏽✊🏽 @ los… https://t.co/xd01ezfhyj']"
146,75,146_blacklivesmatter blm_blm blacklivesmatter_blm blacklivesmatter https_blacklivesmatter blm https,"['blacklivesmatter blm', 'blm blacklivesmatter', 'blm blacklivesmatter https', 'blacklivesmatter blm https', 'blm https co', 'blm https', 'blm', 'blacklivesmatter', 'blacklivesmatter https co', 'blacklivesmatter https', 'blm losangeles https', 'blacklivesmatter blm losangeles', 'blacklivesmattters', 'https co', 'https']","['blacklivesmatter blm https://t.co/iupmz8bx0v', 'everything that’s wrong with @nextdoor in two screenshots. \n\n@bestofnextdoor @blmla blacklivesmatter blm… https://t.co/q6ah9ezdhb', 'update on my sims: bout to download the blm cc. already made my whole family black. the butler black too. black wea… https://t.co/1e6sky5wuu']"
147,75,147_oriental_asianlivesmatter_rug_asiansforblacklives,"['oriental', 'asianlivesmatter', 'rug', 'asiansforblacklives', 'asian', 'asiansforblacklives asiansforblacklives', 'asianlivesmatter asianlivesmatter', 'oriental rug', 'orientals', 'asiansforblacklives asiansforblacklives asiansforblacklives', 'asians4blacklives', 'oriental trading', 'asianlivesmatter https co', 'asianlivesmatter https', 'asiansforblacklives https co']","['oriental print.', 'excited to share the latest addition to my etsy shop: naturel colors vintage rug  turkish rug  oriental rug  fr… https://t.co/kdfmqrm3iy', 'excited to share the latest addition to my etsy shop: special pattern turkish rug  oriental rug  vintage rug  t… https://t.co/u3p8nebram']"
148,75,148_marxist_marxist organization_organization_is marxist,"['marxist', 'marxist organization', 'organization', 'is marxist', 'blm is marxist', 'blm is', 'is marxist organization', 'black', 'about black', 'black lives', 'about black lives', 'lives', 'organization intent', 'intent', 'intent on']","['@riflemanscreed @odonnell_r because blm has never been about black lives. \n\nit’s a marxist organization intent on… https://t.co/zw70xdmrdh', '@iamjayshakur blm is a marxist organization intent on spreading marxism not protecting black lives. \n\nhttps://t.co/xo0yijcrcv', '@alieh86 @odonnell_r blm is a marxist organization. \n\nthey’re not concerned with black lives. \n\nhttps://t.co/xo0yiju2u3']"
149,74,149_the negro_negro leagues_leagues_league,"['the negro', 'negro leagues', 'leagues', 'league', 'the negro leagues', 'negro', 'mlb', 'negro league', 'baseball', 'major league', 'of the negro', 'major', 'leagues to', 'major league status', 'leagues to major']","[""👏🏻👏🏻👏🏻👏🏻👏🏻\n\n mlb is officially elevating the negro leagues to 'major league' status  https://t.co/avwn0d6hzz"", ""mlb is officially elevating the negro leagues to 'major league' status  https://t.co/gg1hu3ehxy"", ""mlb is officially elevating the negro leagues to 'major league' status  https://t.co/gg1hu3ehxy""]"
150,74,150_floyd_george floyd_george_george floyd george,"['floyd', 'george floyd', 'george', 'george floyd george', 'floyd george floyd', 'floyd george', 'rip george floyd', 'rip george', 'george floyd rip', 'floyd rip', 'floyd rip george', 'rip', 'floyd has', 'george floyd has', 'abc george']","['george floyd', 'george floyd', 'george floyd']"
151,72,151_blm_fuck blm_blm wow_wow blm,"['blm', 'fuck blm', 'blm wow', 'wow blm', 'blm fuck blm', 'blm blm', 'wow', 'fuck', 'still say', 'blm fuck', 'blm wow blm', 'bling', 'blm yup', 'still say the', 'but yea']","['when you see co-workers who you know have said the n word try and be vocal about blm 🤦\u200d♂️🤦\u200d♂️🤦\u200d♂️', 'yelling f*ck blm is the socially accepted way of saying f^ck you nword with the hard er', '*me wearing blm mask*\n\ncashier: what’s blm mean? \n\nme: 🤨...you don’t watch the news?\n\ncashier: 😳...the news is depressing...\n\nme: touché 😳']"
152,72,152_lives matter los_matter los angeles_matter los_los angeles,"['lives matter los', 'matter los angeles', 'matter los', 'los angeles', 'angeles', 'los', 'california', 'black lives matter', 'black lives', 'california https co', 'california https', 'matter', 'angeles california https', 'lives matter', 'los angeles california']","['black lives matter 🖤 @ los angeles, california https://t.co/c6sqxmaxja', 'black lives matter @ los angeles, california https://t.co/pmiypazwqe', 'black lives matter @ los angeles, california https://t.co/z2ogdjksxe']"
153,72,153_breonnataylor sayhername_breonnataylor breonnataylor_sayhername_breonnataylor,"['breonnataylor sayhername', 'breonnataylor breonnataylor', 'sayhername', 'breonnataylor', 'sayhername breonnataylor', 'sayhisname', 'breonnataylor breonnataylor breonnataylor', 'breonnataylor sayhername breonnataylor', 'sayhername breonnataylor sayhername', 'sayhisname sayhisname', 'breonnataylor breonnataylor sayhername', 'sayhisname sayhisname sayhisname', 'sayhername breonnataylor breonnataylor', 'say it breonnataylor', 'breonnataylor sayhername sayhisname']","['breonnataylor sayhername', 'breonnataylor sayhername', 'breonnataylor breonnataylor \nbreonnataylor breonnataylor \nbreonnataylor breonnataylor \nsayhername']"
154,72,154_justiceforbreonnataylor_blacklivesmatter justiceforbreonnataylor blacklivesmatter_blacklivesmatter justiceforbreonnataylor_justiceforgeorgeflyod,"['justiceforbreonnataylor', 'blacklivesmatter justiceforbreonnataylor blacklivesmatter', 'blacklivesmatter justiceforbreonnataylor', 'justiceforgeorgeflyod', 'justiceforbreonnataylor blacklivesmatter', 'justiceforgeorgefloyd', 'blacklivesmatter', 'justicenow', 'justiceforahmaudarbery', 'justiceforgeogefloyd', 'blacklivesmatter justiceforgeorgeflyod', 'blacklivesmatter justiceforgeorgefloyd', 'blacklivesmatter justice', 'justiceforgeorgefloyd blacklivesmatter', 'justiceforgeorgeflyod blacklivesmatter']","['justiceforbreonnataylor  blacklivesmatter', 'retweet to help someone fighting for justice ✊🏽✊🏾✊🏿justiceforgeogefloyd blacklivesmatter', 'blacklivesmatter justiceforbreonnataylor']"
155,70,155_taylor sign_breonna taylor sign_taylor sign the_for breonna taylor,"['taylor sign', 'breonna taylor sign', 'taylor sign the', 'for breonna taylor', 'justice for breonna', 'for breonna', 'via change justice', 'change justice for', 'change justice', 'petition', 'breonna taylor', 'taylor', 'breonna', 'sign', 'sign the']","['justice for breonna taylor - sign the petition! https://t.co/cendtbk2aj via @change', 'justice for breonna taylor - sign the petition! https://t.co/ia3dnezbrl via @change', 'justice for breonna taylor - sign the petition! https://t.co/h7ikitv6qa via @change']"
156,69,156_pride_happy_happy pride_pridemonth,"['pride', 'happy', 'happy pride', 'pridemonth', 'pride2020', 'pride blacklivesmatter', 'blacklivesmatter', 'allblacklivesmatter', 'time machine', 'pride https', 'pride https co', 'blacklivesmatter https', 'blacklivesmatter https co', 'pride2020 blacklivesmatter', 'blacklivesmatter happy']","['happy pride blacklivesmatter https://t.co/1yum3wnup8', 'happy pride! 🌈💕 floral art by revelshopsf revelfloral \npride🌈 blacklivesmatter blacktranslivesmatter lgbtqia @… https://t.co/nzkynftnxi', 'happy pride. blacklivesmatter']"
157,69,157_her_murdered her_breonnataylor_breonnataylor is,"['her', 'murdered her', 'breonnataylor', 'breonnataylor is', 'in her', 'trending and', 'longer trending', 'no longer trending', 'are still free', 'still free', 'breonnataylor is no', 'trending and the', 'longer trending and', 'are still', 'is no longer']","['breonnataylor is no longer trending and the police that murdered her are still free. if you see this, please quote… https://t.co/occd7ezgaq', 'breonnataylor is no longer trending and the police that murdered her are still free. if you see this, please quote… https://t.co/0brz21fkcu', 'breonnataylor is no longer trending and the police that murdered her are still free. if you see this, please quote… https://t.co/weo30fv7tp']"
158,68,158_day to arrest_day to_to arrest_murdered it good,"['day to arrest', 'day to', 'to arrest', 'murdered it good', 'good day to', 'was murdered it', 'it good day', 'murdered it', 'it good', 'good day', 'today is', 'day', 'arrest', 'to arrest the', 'months']","[""today is saturday, august 22nd. 5 months and 9 days since breonnataylor was murdered.\n\nit's a good day to arrest t… https://t.co/6a8xoptgfp"", ""today is wednesday, august 19th. 5 months and 6 days since breonnataylor was murdered.\n\nit's a good day to arrest… https://t.co/5k7bqijotv"", ""today is saturday, august 15th. 5 months and 2 days since breonnataylor was murdered.\n\nit's a good day to arrest t… https://t.co/svgzrz4rsf""]"
159,68,159_my deadname_deadname_sayhisname_sayhisname https,"['my deadname', 'deadname', 'sayhisname', 'sayhisname https', 'sayhisname https co', 'sayhername', 'sayhername https', 'sayhername https co', 'jamalwilliams sayhisname https', 'jamalwilliams', 'jamalwilliams sayhisname', 'my', 'sayhername sayhisname', 'dead name', 'dead']","['i’m like a bird pt. 4 🦅🦅🦅 sayhername sayhisname flyaway https://t.co/xbcwvwtatq', 'i’m like a bird pt. 2 sayhername sayhisname flyaway https://t.co/ku9wazuw3a', 'i’m like a bird pt. 3 🦅🦅🦅 sayhername sayhisname flyaway https://t.co/flxbtrhie9']"
